servicePointId,readingType,variableId,deviceId,meteringType,readingUtcLocalTime,readingDateSource,readingLocalTime,dstStatus,channel,unitOfMeasure,qualityCodesSystemId,qualityCodesCategorization,qualityCodesIndex,intervalSize,logNumber,ct,pt,ke,sf,version,readingsValue,primarySource,owner,guidFile,estatus,registersNumber,eventsCode,agentId,agentDescription
RegTest-sdp_id-rex-01,Registros,,2,Main,,,2011-03-25 12:30:00,,,Degree,qualityCodesSystemId,qualityCodesCategorization,qualityCodesIndex,,,,,,,,27.0,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-rex-01,Registros,,2,Main,,,2011-07-16 06:32:00,,,Hz,qualityCodesSystemId,qualityCodesCategorization,qualityCodesIndex,,,,,,,,200.0,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-rex-01,Eventos,Communications Elapsed time for pass-through operation (msec),2,Main,,,2011-05-16 06:32:37,,,,,,,,,,,,,,1482,Remoto,sacar del Path,sacar del Path,Activo,,83,,
RegTest-sdp_id-rex-01,Eventos,Tamper Alert Config Table Write Warning,2,Main,,,2011-05-16 06:32:37,,,,,,,,,,,,,,0,Remoto,sacar del Path,sacar del Path,Activo,,71,,
RegTest-sdp_id-rex-01,Eventos,Meter Health Radio Config Error,2,Main,,,2011-05-16 06:32:37,,,,,,,,,,,,,,0,Remoto,sacar del Path,sacar del Path,Activo,,72,,
RegTest-sdp_id-rex-01,Eventos,Service Voltage Monitoring Max Event,2,Main,,,2011-05-16 06:32:37,,,,,,,,,,,,,,0,Remoto,sacar del Path,sacar del Path,Activo,,78,,
RegTest-sdp_id-rex-01,Eventos,Service Momentary Outage Count,2,Main,,,2011-05-16 06:32:37,,,,,,,,,,,,,,6,Remoto,sacar del Path,sacar del Path,Activo,,73,,
RegTest-sdp_id-rex-01,Eventos,Service Sustained Outage Count,2,Main,,,2011-05-16 06:32:37,,,,,,,,,,,,,,3,Remoto,sacar del Path,sacar del Path,Activo,,74,,
RegTest-sdp_id-rex-01,Eventos,Service Sustained Outage Duration (secs),2,Main,,,2011-05-16 06:32:37,,,,,,,,,,,,,,1344,Remoto,sacar del Path,sacar del Path,Activo,,75,,
RegTest-sdp_id-coll-changed,Registros,kWh Delivered,1,Main,,,,,,kWh,,,,,,,,0.01,,,11461.6,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-coll-changed,Registros,kWh Delivered,1,Main,,,,,,kWh,,,,,,,,0.01,,,11461.6,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-coll-changed,Eventos,Outage count,1,Main,,,2011-05-16 06:32:59,,,Count,,,,,,,,,,,48,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-coll-changed,Eventos,Outage count,1,Main,,,2011-05-16 06:32:59,,,Count,,,,,,,,,,,48,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-rex-01,Eventos,Outage count,2,Main,,,2011-05-16 06:32:00,,,Count,,,,,,,,,,,15,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-coll-changed,Eventos,Outage count,1,Main,,,2011-05-16 06:30:38,,,Count,,,,,,,,,,,48,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-coll-changed,Eventos,Outage count,1,Main,,,2011-05-16 06:30:38,,,Count,,,,,,,,,,,48,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-rex-01,Eventos,Outage count,2,Main,,,2011-05-16 06:19:00,,,Count,,,,,,,,,,,15,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-rex-01,Registros,Reverse energy summary,2,Main,,,,,,,,,,,,,,,,,0,Remoto,sacar del Path,sacar del Path,Activo,,,,
RegTest-sdp_id-rex-01,Registros,Reverse energy summary,2,Main,,,,,,,,,,,,,,,,,0,Remoto,sacar del Path,sacar del Path,Activo,,,,
