servicePointId,readingType,variableId,deviceId,meteringType,readingUtcLocalTime,readingDateSource,readingLocalTime,dstStatus,channel,unitOfMeasure,qualityCodesSystemId,qualityCodesCategorization,qualityCodesIndex,intervalSize,logNumber,ct,pt,ke,sf,version,readingsValue,primarySource,owner,guidFile,estatus,registersNumber,eventsCode,agentId,agentDescription
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2011-03-25 09:45:00,,1,kWh,,,,15,1,,,0.01,,Original,5.0,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,4,1,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,4,1,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,4,1,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,2,4,9,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,4,128,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,4,3,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,4,64,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,4,2,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,1,9,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,4,4,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,2,32,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2018-06-05 15:00:00,,1,kWh,1,4,1,15,1,,,0.01,,Original,4.095,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2011-03-25 09:30:00,,1,kWh,,,,15,1,,,0.01,,Original,6.0,Remoto,,,Activo,,,,
2testEE,Perfiles de carga,kWh Delivered,2,Main,,,2011-03-25 09:45:00,,1,kWh,,,,15,1,,,0.01,,Original,7.0,Remoto,,,Activo,,,,
1test,Eventos,a,1,Main,,,2011-04-17 01:16:52,,,,,,,,,,,,,Original,-24,Remoto,,,Activo,,,,
1test,Eventos,b,1,Main,,,2011-04-17 01:16:52,,,,,,,,,,,,,Original,-23,Remoto,,,Activo,,,,
1test,Eventos,c,1,Main,,,2011-04-17 01:16:52,,,,,,,,,,,,,Original,-29,Remoto,,,Activo,,,,
2testEE,Eventos,d,2,Main,,,2011-04-17 01:16:52,,,,,,,,,,,,,Original,-24,Remoto,,,Activo,,,,
2testEE,Eventos,e,2,Main,,,2011-04-17 01:16:52,,,,,,,,,,,,,Original,-23,Remoto,,,Activo,,,,
2testEE,Eventos,f,2,Main,,,2011-04-17 01:16:52,,,,,,,,,,,,,Original,-29,Remoto,,,Activo,,,,
2testEE,Eventos,g,2,Main,,,2011-04-17 01:16:48,,,,,,,,,,,,,Original,-26,Remoto,,,Activo,,,,
2testEE,Eventos,h,2,Main,,,2011-04-17 01:16:48,,,,,,,,,,,,,Original,-27,Remoto,,,Activo,,,,
2testEE,Eventos,i,2,Main,,,2011-04-17 01:16:48,,,,,,,,,,,,,Original,-28,Remoto,,,Activo,,,,
2testEE,Eventos,j,2,Main,,,2011-04-17 01:16:48,,,,,,,,,,,,,Original,-30,Remoto,,,Activo,,,,
2testEE,Eventos,k,2,Main,,,2011-04-17 01:16:48,,,,,,,,,,,,,Original,-33,Remoto,,,Activo,,,,
2testEE,Eventos,l,2,Main,,,2011-04-17 01:16:48,,,,,,,,,,,,,Original,-28,Remoto,,,Activo,,,,
